sigma,run,correlation,gini,top10_overlap
0.25,46,0.5381942389107821,0.7543390113534749,0.685
0.25,47,0.6539675198049578,0.7545756792356196,0.64
0.25,48,0.6615098659118127,0.744229280644121,0.68
0.25,49,0.6002181032439827,0.7500173511388637,0.66
0.5,0,0.5482401100376512,0.7211947979761875,0.63
0.5,1,0.5557102939266352,0.7130662825867334,0.65
0.5,2,0.546884125817408,0.715144966980199,0.63
0.5,3,0.668898282023388,0.6949471863936939,0.64
0.5,4,0.6506478968276779,0.7058916680959898,0.615
0.5,5,0.5009116459849426,0.7299235086816229,0.64
0.5,6,0.5839762350041496,0.7104451445408787,0.64
0.5,7,0.5212044168398681,0.707099534520501,0.675
0.5,8,0.5658608202859925,0.712953431862347,0.705
0.5,9,0.567188257188183,0.7043488793982604,0.65
0.5,10,0.5808514771600715,0.6994910691183434,0.615
0.5,11,0.6808293376451474,0.6970019566135135,0.65
0.5,12,0.5428884840307279,0.7108835197142598,0.645
0.5,13,0.5278203104777087,0.7269655228842515,0.7
0.5,14,0.6088408297601838,0.7040955892776978,0.625
0.5,15,0.6070524843967102,0.7056171641647542,0.615
0.5,16,0.5682569981944589,0.7134255536916455,0.67
0.5,17,0.593960753829273,0.7192827420710914,0.68
0.5,18,0.5297308859403121,0.7185933847480629,0.655
0.5,19,0.6416847892546345,0.7172293593249172,0.68
0.5,20,0.5980412382748957,0.7196884897912056,0.68
0.5,21,0.5107136735323621,0.7232147676954772,0.685
0.5,22,0.6019402032791662,0.7135732191736857,0.69
0.5,23,0.6369061486928609,0.7108342048877002,0.65
0.5,24,0.5851933886716567,0.7116805911771102,0.645
0.5,25,0.6161053933479954,0.7089144305423127,0.675
0.5,26,0.42331636888048274,0.7263635062912646,0.67
0.5,27,0.6387706779863841,0.697050783607405,0.65
0.5,28,0.5488466674487138,0.7002533512145691,0.63
0.5,29,0.5620609048571239,0.7293673814381534,0.69
0.5,30,0.6572247137871985,0.705690395410499,0.635
0.5,31,0.5875085747632257,0.7193507575657879,0.685
0.5,32,0.49161469898986904,0.7350459006778445,0.705
0.5,33,0.6705797972914576,0.7088348794200843,0.65
0.5,34,0.5503984884449604,0.7117020368197359,0.665
0.5,35,0.5886939388307256,0.7133184937155652,0.675
0.5,36,0.48966700261721363,0.7159183117616403,0.6
0.5,37,0.46113432700076956,0.7195692876850039,0.63
0.5,38,0.5090869672670991,0.71331136396504,0.645
0.5,39,0.6378826546862822,0.7086025445813848,0.635
0.5,40,0.5883694608831569,0.7155252705185645,0.625
0.5,41,0.5063213505283454,0.7127909160878928,0.675
0.5,42,0.6222163456140198,0.7048100643628776,0.65
0.5,43,0.4769687303276662,0.70930033090391,0.645
0.5,44,0.5182368452359093,0.725972302552271,0.665
0.5,45,0.537079043561512,0.7046474966346993,0.635
0.5,46,0.670484460496558,0.7132140419074672,0.67
0.5,47,0.649553069316706,0.7016240053588937,0.67
0.5,48,0.5990715379763123,0.7141642688585265,0.665
0.5,49,0.622838431923935,0.7060888800176229,0.655
1,0,0.5277060311062195,0.6062494305974755,0.56
1,1,0.5346094899629277,0.6000607970525229,0.585
1,2,0.42861111474397334,0.6077475637516381,0.545
1,3,0.5809015464720273,0.6000748376397057,0.575
1,4,0.5521767954231759,0.602584703775223,0.575
1,5,0.4978710352049409,0.6105812996371822,0.56
1,6,0.6036812962003558,0.6048141447856308,0.615
1,7,0.5839682800115703,0.5947476013375546,0.54
1,8,0.6255609511156635,0.594553003085482,0.62
1,9,0.5682785721612968,0.6032697736771077,0.57
1,10,0.5916352849601898,0.6146685057216351,0.65
1,11,0.523546764340651,0.6013633079282501,0.615
1,12,0.5717419538596259,0.6051228022755373,0.625
1,13,0.6064707325900928,0.5989733827120691,0.565
1,14,0.5169967689446359,0.6130646625911853,0.625
1,15,0.47442772120335464,0.6244287353076943,0.6
1,16,0.5611094174629165,0.5952266355382123,0.655
1,17,0.554068248408771,0.6045311883073793,0.595
1,18,0.5501076488598239,0.6057073481054597,0.595
1,19,0.42609999496032686,0.6048865908486823,0.565
1,20,0.6688168101799951,0.605791434283271,0.585
1,21,0.544159345511458,0.6083255648883936,0.575
1,22,0.513724882003283,0.6163801745120215,0.585
1,23,0.5824649274614611,0.6092388296381713,0.585
1,24,0.5433160412079293,0.6031255665471353,0.555
1,25,0.570330373759278,0.6036597994899764,0.545
1,26,0.5284780273996411,0.608765436211615,0.62
1,27,0.5497570229819172,0.6043587419933882,0.6
1,28,0.49103527229507843,0.6019778965390751,0.585
1,29,0.49523334261896723,0.618367876143933,0.605
1,30,0.622258529411331,0.5911661459123366,0.62
1,31,0.46026879199447424,0.6201298670584104,0.615
1,32,0.6143763126040711,0.6033418576665289,0.57
1,33,0.5735096618081968,0.608676184584161,0.585
1,34,0.5408248063975012,0.6125892966330537,0.63
1,35,0.531896584248221,0.6083671841155133,0.61
1,36,0.4216423244978222,0.643178700363002,0.63
1,37,0.597512361283132,0.6044931268540781,0.52
1,38,0.5887221520839445,0.6130609431820302,0.595
1,39,0.5681388514740807,0.6098373426726121,0.635
1,40,0.5630658040341483,0.6012439978424832,0.585
1,41,0.5067171991301155,0.6157029586853358,0.595
1,42,0.5637502354914629,0.6075371007990717,0.59
1,43,0.5818681984185722,0.6007188453389977,0.58
1,44,0.5489880597799849,0.5953123176195203,0.565
1,45,0.5458722786570223,0.6100342701681077,0.56
1,46,0.5150437143708634,0.604068724310765,0.575
1,47,0.5548986822240853,0.5902272654956792,0.585
1,48,0.5832714609305475,0.6038442544583247,0.605
1,49,0.6164554058004784,0.6062231297235501,0.635
1.25,0,0.4900487724396492,0.5666557029560007,0.52
1.25,1,0.5297285593501041,0.5693184017479042,0.55
1.25,2,0.5177799886364257,0.560929992917659,0.545
1.25,3,0.49249280866325107,0.5451461114640714,0.51
1.25,4,0.5652637407343427,0.5491292463088786,0.57
1.25,5,0.39541858801403545,0.599492619225555,0.54
1.25,6,0.5416655464744659,0.5614634347591012,0.515
1.25,7,0.576143070282617,0.5605686340160917,0.525
1.25,8,0.5166688841949466,0.5855418842891937,0.525
1.25,9,0.5588425010773896,0.5509160876086117,0.53
1.25,10,0.5811362576550755,0.5633588022361159,0.58
1.25,11,0.5517760473804462,0.5631012088465513,0.545
1.25,12,0.5098795920659555,0.5607583506236373,0.56
1.25,13,0.5649056439887928,0.5598902826690392,0.54
1.25,14,0.5168468500612816,0.5549429182447665,0.5
1.25,15,0.5245406128478045,0.5608001042941803,0.55
1.25,16,0.3880336061118384,0.5675269075374142,0.545
1.25,17,0.5250470128848643,0.5657227408960105,0.555
1.25,18,0.560676960911998,0.5597818667004552,0.565
1.25,19,0.48552433852475535,0.5673990060005314,0.535
1.25,20,0.5337820790270553,0.5612047454817845,0.53
1.25,21,0.40518146856513765,0.5694779247947654,0.585
1.25,22,0.5226443086962494,0.5566905606122738,0.505
1.25,23,0.5286034422706009,0.5608093109796793,0.535
1.25,24,0.5506809008676112,0.5611997332803255,0.56
1.25,25,0.5345683899312211,0.5876731943055427,0.57
1.25,26,0.623173848196675,0.54755887442097,0.54
1.25,27,0.5932782253481819,0.5505125593497727,0.56
1.25,28,0.5338292902734926,0.5673397147200382,0.54
1.25,29,0.4789128127578704,0.556545045578467,0.495
1.25,30,0.4626500352963509,0.569976748335348,0.545
1.25,31,0.5533038594808939,0.5462057339858599,0.505
1.25,32,0.4928833074225893,0.5625433474026723,0.565
1.25,33,0.6052499043748525,0.5474588676900112,0.575
1.25,34,0.5849749776683059,0.5598320791701368,0.545
1.25,35,0.5534166722234546,0.545388847351012,0.495
1.25,36,0.5518961458218737,0.5522152222049231,0.535
1.25,37,0.5089280449227859,0.5543918717782497,0.515
1.25,38,0.5609678784232074,0.5456146013678841,0.565
1.25,39,0.47137768553325254,0.5688905372400894,0.52
1.25,40,0.5368065201689548,0.5609506677176256,0.505
1.25,41,0.563121490462303,0.553504216982336,0.515
1.25,42,0.5685573707129566,0.5438621803228788,0.56
1.25,43,0.5812619129629792,0.5531803625585504,0.545
1.25,44,0.4887100784605246,0.5759575670766691,0.535
1.25,45,0.5547680673046897,0.5549459358717334,0.565
1.25,46,0.476445063684568,0.5634270022879782,0.485
1.25,47,0.5078872185648782,0.5517960190339406,0.51
1.25,48,0.5601337464185248,0.537840806267278,0.55
1.25,49,0.5226523505017787,0.5749562734757488,0.535
1.5,0,0.5005995834396411,0.5259970909666947,0.515
1.5,1,0.5496137018480899,0.5088005790224963,0.505
1.5,2,0.5068182289986515,0.5298495511384574,0.48
1.5,3,0.5562828279155569,0.5120489271333623,0.545
1.5,4,0.40089947463479664,0.53280867968002,0.505
1.5,5,0.5558302963431107,0.5060282218471116,0.475
1.5,6,0.46200362495816205,0.5236805111132544,0.475
1.5,7,0.5580847561102203,0.5216956509914661,0.525
1.5,8,0.49922456692927825,0.5288832747892851,0.475
1.5,9,0.48229099796209346,0.5272227208725111,0.51
1.5,10,0.5230173848381396,0.5113324482645203,0.48
1.5,11,0.4790230241438457,0.5220499648427211,0.5
1.5,12,0.576573447399742,0.5128523811996406,0.51
1.5,13,0.5125102454558728,0.5266132514258033,0.52
1.5,14,0.4914455633013013,0.5395291332504248,0.52
1.5,15,0.4579285052275176,0.5310268458577979,0.485
1.5,16,0.4466125525414441,0.5251420686509007,0.49
1.5,17,0.49386249485291794,0.5188696048109303,0.505
1.5,18,0.5098039120174832,0.5392510078958662,0.495
1.5,19,0.5053795670555871,0.530350457933661,0.505
1.5,20,0.4924869817922403,0.5237539261432762,0.48
1.5,21,0.47375069373758594,0.5230276868605398,0.53
1.5,22,0.5306622021880766,0.5330837335411972,0.51
1.5,23,0.5132268537103157,0.5281594571541731,0.525
1.5,24,0.5157854864088289,0.5267428050236579,0.515
1.5,25,0.5124987719021945,0.5199579494727702,0.5
1.5,26,0.4746145516364956,0.5276604691630796,0.51
1.5,27,0.46160445704456,0.527806875296277,0.525
1.5,28,0.5458365985833704,0.508367552867055,0.495
1.5,29,0.5133599840082714,0.5155456362344125,0.505
1.5,30,0.45269794829730026,0.536376784505161,0.5
1.5,31,0.5170599812812209,0.5213918431123692,0.545
1.5,32,0.4793186559407279,0.5329349559273051,0.495
1.5,33,0.4147443225698775,0.5462828296242113,0.51
1.5,34,0.3491264842869357,0.5301557817460404,0.525
1.5,35,0.5138234061854252,0.5137576122471178,0.56
1.5,36,0.5050636357305308,0.5374885862497416,0.525
1.5,37,0.45234391578896543,0.5266882160321886,0.535
1.5,38,0.557162393839642,0.5273037467345364,0.55
1.5,39,0.43955685057408433,0.5301379087773038,0.51
1.5,40,0.49354942604347485,0.5300430996974937,0.535
1.5,41,0.506563760385603,0.5160013461087711,0.515
1.5,42,0.4341334722750327,0.5299164496146807,0.47
1.5,43,0.5076479837675573,0.511422583602804,0.5
1.5,44,0.5315663803863474,0.5207357806322489,0.525
1.5,45,0.4902283834383746,0.5322824059340197,0.505
1.5,46,0.5360647265559282,0.5199269568898082,0.51
1.5,47,0.4327276143685887,0.5222553950673553,0.48
1.5,48,0.48679038088785725,0.518263466994219,0.54
1.5,49,0.5075584880197886,0.5198259158519233,0.485
1.75,0,0.43536891225022517,0.5014582888842971,0.49
1.75,1,0.45527004834953233,0.5129024128703193,0.49
1.75,2,0.4287665769674573,0.49795855799409444,0.45
1.75,3,0.4637521821524389,0.4968092411832279,0.46
1.75,4,0.4992362058269691,0.4870587003594496,0.48
1.75,5,0.46916577832111517,0.520391967959633,0.46
1.75,6,0.5414667888606831,0.476196882969352,0.45
1.75,7,0.5161964961808113,0.49478873967736786,0.475
1.75,8,0.4753642486420855,0.4991808117758956,0.48
1.75,9,0.4702183097521418,0.48271756652079995,0.42
1.75,10,0.49022756002476076,0.4968765974389322,0.47
1.75,11,0.44661574465175585,0.49188675251664604,0.475
1.75,12,0.5356533202494607,0.48110942785927036,0.48
1.75,13,0.4488407210521917,0.4919034429244154,0.435
1.75,14,0.5083034505903941,0.49621248615088054,0.47
1.75,15,0.480769873363791,0.4826052202407592,0.405
1.75,16,0.42704167909865043,0.5126762045605869,0.51
1.75,17,0.47297844498312547,0.5055882994497243,0.485
1.75,18,0.47928959859215103,0.49714048423422763,0.48
1.75,19,0.44498665570044316,0.5050745505945197,0.475
1.75,20,0.49073053726710103,0.49837201997203934,0.46
1.75,21,0.5196980435105495,0.49041286023570746,0.46
1.75,22,0.44978502985852087,0.49154862333481086,0.42
1.75,23,0.47454781966911447,0.49707021717988614,0.445
1.75,24,0.536022291474214,0.47366497947295777,0.455
1.75,25,0.5381390705462982,0.4959323483384822,0.46
1.75,26,0.4400914410924067,0.5015831786539489,0.44
1.75,27,0.5005073806757292,0.4894830525148533,0.47
1.75,28,0.49305115413425893,0.48211081384150983,0.49
1.75,29,0.45968193963345516,0.49178121879915365,0.5
1.75,30,0.401002888013168,0.48988728841607154,0.455
1.75,31,0.47991796607565396,0.4926543998480497,0.48
1.75,32,0.4672050398568351,0.5030537151392481,0.505
1.75,33,0.5106866876668654,0.48870898671730434,0.445
1.75,34,0.47710882839751356,0.4959369016183767,0.5
1.75,35,0.43864466896836285,0.505902926772066,0.415
1.75,36,0.47653458122347797,0.5050883275091106,0.435
1.75,37,0.49239345408358376,0.4984129117052998,0.485
1.75,38,0.44558651312540243,0.4877989505118668,0.47
1.75,39,0.4970378007043626,0.495017509747198,0.46
1.75,40,0.44683044955133866,0.48300704877031864,0.48
1.75,41,0.49105417754337705,0.4979845267799285,0.43
1.75,42,0.5078347493383372,0.47703229780847106,0.45
1.75,43,0.46840341245702505,0.49539656737235543,0.465
1.75,44,0.5140051084870922,0.4855243131950714,0.51
1.75,45,0.48737440534155296,0.48985484601204377,0.415
1.75,46,0.4430105685819598,0.49879528448134747,0.46
1.75,47,0.5107760261910691,0.4913732792881715,0.51
1.75,48,0.4672311053239824,0.49873266397478927,0.425
1.75,49,0.42509084146189813,0.49204598696047347,0.495
2,0,0.4687783457607985,0.47102533495259913,0.425
2,1,0.4014117008962464,0.4788506345031845,0.465
2,2,0.4666149787355839,0.4707836645517774,0.4
2,3,0.4627202170740984,0.47116133777108765,0.45
2,4,0.47091462363622716,0.4646705431947186,0.46
2,5,0.4669707899328696,0.4772166440830548,0.42
2,6,0.4218904228531356,0.45407784225950637,0.415
2,7,0.46661544822980106,0.4625996614871931,0.425
2,8,0.3996777910399001,0.48306909787001273,0.43
2,9,0.5164569619809071,0.451973411864067,0.435
2,10,0.44147146664230097,0.46296146480881945,0.45
2,11,0.43215017101271497,0.48135399467185436,0.45
2,12,0.484776141660554,0.45816310808150174,0.405
2,13,0.46293432215108576,0.46980873644674737,0.435
2,14,0.4307442240521125,0.4771949578184482,0.385
2,15,0.4369070038039441,0.4646774464741285,0.47
2,16,0.4816013731609891,0.46504327290988634,0.42
2,17,0.39625165801950596,0.46767102821134693,0.41
2,18,0.494630501968143,0.4422966153781417,0.435
2,19,0.4120911441723383,0.4681746378487456,0.42
2,20,0.5167749047687289,0.45616684558704346,0.395
2,21,0.42137056480083873,0.4688974408897658,0.43
2,22,0.3965424663310546,0.47402311847984463,0.48
2,23,0.4457413947715469,0.46601155566524827,0.41
2,24,0.4123686483382042,0.4714203491829138,0.41
2,25,0.370022402930856,0.4830994128542235,0.45
2,26,0.4104945721234389,0.4832614773668537,0.405
2,27,0.4528750938107216,0.46853630896456694,0.41
2,28,0.4557732959337477,0.4628883043034158,0.445
2,29,0.491413017773425,0.45389334945073956,0.52
2,30,0.4194181724281021,0.47421861899233236,0.4
2,31,0.44182043788983666,0.45822154505991375,0.43
2,32,0.3461878219431856,0.47316033816525704,0.415
2,33,0.47173848337401064,0.46198712138528053,0.415
2,34,0.49923719804260736,0.45486244521925107,0.385
2,35,0.4937688824724019,0.4675535955696972,0.445
2,36,0.40407877323259606,0.4751285256257434,0.355
2,37,0.4085821233097144,0.47447916652718686,0.405
2,38,0.4184540372510944,0.4797297666778028,0.405
2,39,0.4652502308664244,0.4617050939218483,0.405
2,40,0.46775870804422,0.45895065000989077,0.425
2,41,0.4377171513786684,0.4612842548526356,0.43
2,42,0.47954286200609514,0.4573170834951718,0.405
2,43,0.433252908265216,0.4612983151319558,0.375
2,44,0.4969142605428687,0.46055475661840434,0.465
2,45,0.4768258369643339,0.4641493715402888,0.415
2,46,0.4929737121690813,0.45496393391980033,0.455
2,47,0.4258151696018709,0.4734375653263602,0.395
2,48,0.4310021207382505,0.46522189264894176,0.395
2,49,0.4641713844368097,0.4648394893588217,0.4
