Desviación estándar de correlation,Desviación estándar de gini,Desviación estándar de top10_overlap,sigma,Promedio de correlation,Promedio de gini,Promedio de top10_overlap
0.0729183586555186,0.010335407839727567,0.024844516497608847,0.1,0.4772407770355223,0.7931557578454683,0.6114999999999999
0.081644693874549,0.010707378311531067,0.024718414188619368,0.25,0.469096398364955,0.77955846493432,0.609
0.05814301458054901,0.01204210821812982,0.022320618271005475,0.5,0.47278060259942967,0.7395709793771484,0.6027
0.05683998801230881,0.011339813046283297,0.029017236257092065,1,0.42592572359255015,0.6470614350484882,0.53
0.05158786776497774,0.013173147636776518,0.0230859264488135,1.25,0.4013555369916621,0.606238874258116,0.48979999999999996
0.049532053568937265,0.013065463445265617,0.03066855066676577,1.5,0.38181631726346227,0.5728486438323539,0.4462
0.023665781780271872,0.010139414819623585,0.025612496949730657,1.75,0.35613877426211643,0.5465958746038777,0.405
0.030661451363536228,0.007817538618518955,0.029509489998982147,2,0.32531799511378734,0.5261051219270673,0.36869999999999997
